Genl group,Order acro,Order,Family acro,Family,Subfam acro,Genus,Species,Species acro1,Species acro2,Uncertain Id1,Common name,Comments,Growth form,Growth form,Cultivated only?8,Plant type2,Plant type2,Plant type2,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Location 4,Location 4,Location 4,Location 4,B2,B3 incl. hammock5,NWH (NW hammock),B5,B6,B10,B16,Status6,Status6,Sources7,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Blighia,sapida,BliSap,BlSa,NA,Akee,NA,Tree,NA,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Cardiospermum,microcarpum,CarMic,CaMi,NA,Balloon vine,NA,Vine,NA,N,Landsc,Weed,NA,L&L,NA,NA,NA,B2,NA,NA,NA,B2,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Cupania,sp.,CupSp.,CuSp.4,Gen,NA,"C. strobiculata, C. vernalis are possibilities",Tree,NA,?,Landsc,NA,NA,NA,NA,NA,NA,B1aArbo,B3ham?,NA,NA,NF,B3ham?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Dimocarpus,longan,DimLon,DiLo,NA,Longan,NA,Tree,NA,?,CropP,NA,NA,NA,NA,NA,NA,B7,NA,NA,NA,B2,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Exothea,paniculata,ExoPan,NA,Gen,NA,Ham? Consistently 4 leafets/leaf,Tree,Shrub,N,Ham,Roc,NA,NA,NA,NA,NA,Ham? ,Wside,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Koelrouteria,elegans,KoeEle,KoEl,NA,NA,NA,Tree,NA,N,Landsc,Weed,NA,L&L,NA,NA,NA,Arbo,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Litchi,chinensis,LitChi,LyCh,NA,Lychee,NA,Tree,NA,Y,CropP,NA,NA,NA,NA,NA,NA,B2,B6,B7,NA,B2,NA,NA,NA,B6,NF,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Melicoccus ,bijugatus,MelBij,MeBi,NA,Spanish lime,Ham? Consistently 4 leafets/leaf,Tree,Shrub,N,CropP,Landsc,NA,NA,NA,NA,NA,B2,8252,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Calocarpum ,viride,CalVir,CaVi,NA,Green sapote,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Chrysophyllum,cainito,ChrCai,ChCa,NA,Star apple ,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Chrysophyllum,oliviforme,ChrOli,ChOl,NA,Satinleaf,NA,Tree,NA,N,Landsc,Ham,Native,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Manilkara,zapota,ManZap,MaZa,NA,Sapodilla,NA,Tree,NA,N,CropP,Landsc,NA,NA,NA,NA,NA,B2,B5,NA,NA,B2,NF,NA,B5,NA,NF,NA,NA,NA,"[3, 4also]",,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Pouteria,campechiana,PouCam,PoCa,NA,Canistel,NA,Tree,NA,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NF,NA,NA,NA,[1],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Pouteria,hypoglauca,PouHyp,PoHy,NA,NA,"B2N, site # 28-k",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,1?,NA,[8],,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Pouteria,sapota,PouSap,PoSa,NA,Mamey sapote ,NA,Tree,NA,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Sideroxylon,foetidissimum,SidFoe,SiFo,NA,False mastic ,Saved fr strangler fig!,Tree,NA,N,Landsc,Native,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Eric,Ericales,Sapo,Sapotaceae,NA,Sideroxylon,salicifolium,SidSal,SiSa,NA,Willow bustoc,NA,Tree,NA,N,Landsc,Ham,Native,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A1,Fern,Fern,Schi,Schizaeaceae,NA,Anemia,adiantifolia,AneAdi,AnAd,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Sapi,Sapindales,Sima,Simaroubaceae,NA,Simarouba,glauca,SimGla,SiGl,NA,Paradisetree,NA,Tree,NA,N,Landsc,Ham,NA,NA,NA,NA,NA,Ham,Arbo,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Lili,Liliales,Smil,Smilacaceae,NA,Smilax,auriculata,SmiAur,SmAu,NA,NA,NA,Vine,NA,N,Roc,Weed,NA,Roc,L&L,NA,NA,Roc,Landsc?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Bruggmansia,suaveolens,BruSua,BrSu,Sp.,Angel’s trumpet?,NA,Shrub,Herb,?,Landsc,NA,NA,NA,NA,NA,NA,8260,Tchng,NA,NA,NA,NA,NA,NA,NA,NA,NA,?1 ,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Capsicum,annum,CapAnn,CaAn,NA,Pepper,NA,Herb,NA,?,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Nicandra,physaloides,NicPhy,NiPh,NA,NA,Showy blue flowers,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Physalis,sp.,PhySp.,PhSp.4,Sp.,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,NA,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Physalis,walteri,PhyWal,PhWa,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Solanum,americanum,SolAme,SoAm,NA,Nightshade,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,G&P,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Solanum,lycopersicum,SolLyc,SoLy,NA,Tomato,NA,Herb,Vine,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Sola,Solanaceae,NA,Solanum,melongena,SolMel,SoMe,NA,Eggplant,NA,Herb,Shrub,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Zing,Zingeberales,Stre,Strelitziaceae,NA,Strelitzia,sp.,StrSp.,StSp.,Sp.,NA,NA,Shrub,Herb,Y,CropP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Stry,Strychnaceae,NA,Spigelia,anthelmia,SpiAnt,SpAn,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,WdDi,NA,NA,NA,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A1,Fern,Fern,Thel,Thelipteridaceae,NA,Thelypteris,sclerophylla,TheScl,ThSc,NA,NA,"Rare, Cent. Ham and in strawberries",Herb,NA,N,Ham,NA,NA,NA,NA,NA,NA,Ham,B8SE,NA,NA,NA,B3H,NA,NA,NA,NA,NA,1?,NA,NA,,
A4.5,Malp,Malpighiales,Turn,Turneraceae,NA,Piriqueta,cistoides caroliniana,PirCis,PiCi,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Rosa,Rosales,Urti,Urticaceae,NA,Laportea,aestuans,LapAes,LaAe,NA,West Indian woodnettle,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,NA,NA,B14dump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Urti,Urticaceae,NA,Parietaria,floridana,ParFlo,PaFl,NA,Florida pellitory,NA,Herb,NA,N,Weed,NA,NA,L&L,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NA,P,NA,NA,,
A4.5,Rosa,Rosales,Urti,Urticaceae,NA,Parietaria,praetermissa,ParPra,PaPr,NA,Clustered pellitory,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Urti,Urticaceae,NA,Pilea,microphylla,PilMic,PiMi,NA,Artillery fern,NA,Herb,NA,N,Weed,NA,NA,G&P,L&L,Veg,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,P,NA,NA,,
A4.8 ,Lami,Lamiales,Verb,Verbenaceae,NA,Citharexylum,spinosum,CitSpi,CiSp,NA,Fiddlewood,NA,Tree,Shrub,N,Landsc,Ham,NA,NA,NA,NA,NA,B3,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Durantia,erecta,DurEre,DuEr,NA,Golden dewdrops,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Lantana,camara,LanCam,LaCa,NA,Lantana,NA,Shrub,Tree,N,Weed,Landsc,NA,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,NF,NA,NA,[4also],,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Lantana,depressa,LanDep,LaDe,NA,NA,NA,Shrub,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Lantana,hybrida,LanHyb,LaHy,NA,Lantana,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Lantana,involucrata,LanInv,LaIn,NA,NA,NA,Shrub,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Phylla,nodiflora,PhyNod,PhNo,NA,Fogfruit,NA,Herb,Vine,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,P,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Priva,lappulacea,PriLap,PrLa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,Ham,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Stachytarpheta,cayennensis,StaCay,StCa,NA,Porterweed,NA,Shrub,NA,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Stachytarpheta,jamaicense,StaJam,StJa,NA,Porterweed,NA,Herb,NA,N,Lawn,Native,Weed,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A4.8,Lami,Lamiales,Verb,Verbenaceae,NA,Verbena,incompta,VerInc,VeIn,NA,Purpletop vervain,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,B14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Viol,Violaceae,NA,Hybanthus,linearifolius,HybLin,HyLi,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,8235,CentLabs,NA,NA,NF,NF,NA,NA,NA,NA,NA,H,NA,NA,,
A4.2,Vita,Vitales,Vita,Vitaceae,NA,Cissus,verticillata,CisVer,CiVe,NA,NA,NA,Vine,NA,N,NA,NA,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,B5,NA,B10,B16,P,NA,NA,,
A4.2,Vita,Vitales,Vita,Vitaceae,NA,Parthenocissus,quinquefolia,ParQui,PaQu,NA,NA,NA,Vine,NA,N,NA,NA,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,B5,NA,WdDi,NA,NA,NA,[4also],,
A4.2,Vita,Vitales,Vita,Vitaceae,NA,Vitis,rotundifolia,VitRot,ViRo,NA,Muscadine grape,NA,Vine,NA,N,Roc,Native,NA,NA,NA,NA,NA,Roc,Ham?,NA,NA,NF,B3H,NA,B5,NA,B10,NA,NA,NA,[4also],,
A4.2,Vita,Vitales,Vita,Vitaceae,NA,Vitis,vinifera,VitVin,ViVi,Sp.,Cultivated grape,NA,Vine,NA,Y,CropP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?1 ,NA,NA,,
A1.2,Cyca,Cycadales,Zami,Zamiaceae,NA,Cerratozamia/Macrozamia,NA,NA,NA,Gen,NA,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,
A1.2,Cyca,Cycadales,Zami,Zamiaceae,NA,Dioon,edule,DioEdu,DiEd,NA,NA,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8235,CentLabs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Cyca,Cycadales,Zami,Zamiaceae,NA,Dioon,mejiae,DioMej,DiMe,NA,NA,~40m N of Catharine Mannion's office,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,B1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Cyca,Cycadales,Zami,Zamiaceae,NA,Encephalartos,sp.,EncSp.,EnSp.,Sp.,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Cyca,Cycadales,Zami,Zamiaceae,NA,Zamia,integrifolia [floridana],ZamInt,ZaIn,NA,Coontie,NA,Shrub,Herb,N,Landsc,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A3,Zing,Zingeberales,Zing,Zingeberaceae,NA,Alpina,zerumbet,AlpZer,AlZe,Sp.,Shell ginger,Varieg. & Non-varieg. ,Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Zygo,Zygophyllales,Zygo,Zygophyllaceae,NA,Bulnesia,arborea,BulArb,BuAr,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Zygo,Zygophyllales,Zygo,Zygophyllaceae,NA,Guiacum,sanctum,GuiSan,GuSa,NA,NA,NA,Tree,Shrub,?,Landsc,Native,NA,NA,NA,NA,NA,8216,PltClnc,(Eof),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Zygo,Zygophyllales,Zygo,Zygophyllaceae,NA,Kalstroemia,maxima,KalMax,KaMa,NA,NA,NA,Herb,Vine,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
NA,Comb?,NA,NA,NA,NA,NA,NA,NA,NA,Order,Phoenix nut,NA,Tree,Shrub,Y,Landsc,CropP,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
NA,Myrt?,NA,NA,NA,NA,NA,NA,NA,NA,Order,NA,Superficial resemblance to Myrciaria glomerata (Myrt),Shrub,Tree,Y,Landsc,CropP,NA,NA,NA,NA,NA,B2N #2h,NA,NA,NA,B2N #2h,NA,NA,NA,NA,NA,NA,1,NA,[8],,
NA,Euph?,NA,NA,NA,NA,NA,NA,NA,NA,Order,NA,Resembles manchaneel (Hippomane mancinella),Tree,Shrub,Y,Landsc,CropP,NA,NA,NA,NA,NA,B2N #27k,NA,NA,NA,B2N #27k,NA,NA,NA,NA,NA,NA,1,NA,NA,,
